Age,GENDER,MARITAL STATUS,NO. OF MEMBERS IN YOUR FAMILY ?,ARE YOU THE PRIMARY EARNER OF YOUR FAMILY ?,Relation with primary earner ?,WHAT IS YOUR HIGHEST EDUCATIONAL QUALIFICATION?,SKILL 1,RATING OF SKILL SET 1 (out of  10),HOW MANY YEARS HAVE YOU BEEN ASSOCIATED WITH SKILL 1 ?,SKILL 2,RATING OF SKILL SET 2 (out of  10),HOW MANY YEARS HAVE YOU BEEN ASSOCIATED WITH SKILL 2 ?,SKILL 3,RATING OF SKILL SET 3 (out of  10),HOW MANY YEARS HAVE YOU BEEN ASSOCIATED WITH SKILL 3 ?,DO YOU HAVE ANY CERTIFICATION OF THE ABOVE-MENTIONED SKILL SET?,"OWNERSHIP ( includes Land,machine)",MONTHLY FAMILY INCOME,MONTHLY FAMILY EXPENDITURE,target
28,M,Y,4,N,None,Class VII,Beetlenut Plantation,9,30,Business,9,15,Pig Farming,9,1.5,No,"Land,pond, machines",14000,18000,1
24,F,Y,2,N,Father ,Class V,Agriculture,9,10,Beetlenut Plantation,8,15,No skill,0,0,No,No ownership,45000,8000,0
37,M,Y,4,N,None,HSLC,Business,9,20,Bamboo plantation,9,11,No skill,0,0,No,Land,12000,9000,1
27,M,N,3,Y,Husband,HSLC,Agriculture,9,13,Dairy Farm,9,10,Pig Farming,9,1.5,No,Land,30000,18000,1
45,F,Y,5,Y,Father,HSLC,Agriculture,9,4,Beetlenut Plantation,9,5,No skill,0,0,No,"Land,vehicle",17000,9000,0
24,F,Y,4,Y,None,HS,Agriculture,7,7,Beetlenut Plantation,9,3,Bamboo plantation,4,25,No,Land,55000,9000,0
48,M,Y,6,Y,Wife,Class VIII,Agriculture,9,15,Beetlenut Plantation,9,15,No skill,0,0,No,Land,11000,9000,1
40,M,Y,4,Y,Son,HSLC,Agriculture,9,2,Business,9,8,Handicraft,9,5,No,Land,20000,6000,0
30,M,Y,4,Y,None,HSLC,Agriculture,9,13,Vegetable Vendor,8,12,Business,9,25,No,Land,48000,6000,1
38,M,Y,3,Y,None,Class VII,Agriculture,7,15,Bamboo plantation,7,7,Agriculture,4,5,No,"Land,machine",10000,9000,1
30,M,Y,3,Y,None,Class III,Medical plant research,9,8,Business,8,8,No skill,0,0,No,Land,10000,15000,1
70,M,Y,3,Y,None,HS,Beetlenut Plantation,9,5,Fishery,9,7,No skill,0,0,No,Land,15000,28000,0
34,F,Y,5,N,None,Class IV,Folding hotel ,9,28,Business,9,8,No skill,0,0,No,No ownership,18000,35000,0
70,M,Y,5,N,None,HSLC,Agriculture,9,13,Bamboo plantation,8,2,e-rikshaw driver(owner),7,12,No,Land,26000,6000,0
27,M,Y,10,Y,None,BA,Agriculture,0,12,Pig Farming,8,7,shop,7,1.5,No,Land,28000,18000,0
35,M,Y,7,Y,None,HS,Agriculture,9,15,Beetlenut Plantation,8,7,Fishery,4,5,No,Land,18000,7000,1
44,F,Y,3,Y,None,HSLC,Agriculture,8,18,Pig Farming,9,7,No skill,0,0,No,Land,15000,11000,1
28,M,Y,4,N,Father,HS,Agriculture,9,18,Beetlenut Plantation,9,3,No skill,0,0,No,Land,25000,7000,0
36,F,Y,2,N,Husband,HSLC,Pig Farming,8,30,Beetlenut Plantation,7,7,Bamboo plantation,9,1.5,Yes,Land,18000,8000,0
38,M,Y,3,Y,None,HSLC,Agriculture,9,3,Handicraft,8,8,No skill,0,0,No,Land ,16000,9000,0
54,F,Y,6,Y,son,HSLC,Agriculture,9,9,Bamboo plantation,6,12,Chicken Farming,9,20,No,Land,40000,7000,1
39,F,N,7,Y,Wife,Class V,Agriculture,9,45,Beetlenut Plantation,9,6,Fishery,4,6,No,"Land,pond",18000,75000,1
48,M,Y,3,N,Father ,HSLC,Agriculture,9,8,Beetlenut Plantation,6,25,Agriculture,7,3,No,Land,15000,8000,0
34,M,Y,5,Y,None,BA ,Agriculture,9,7,Dairy Farm,9,12,Beetlenut Plantation,9,1.5,No,Land,48000,9000,1
40,F,Y,4,Y,None,HS,Agriculture,9,15,Fishery,9,2,No skill,0,0,No,Land,8000,7000,1
37,M,Y,5,Y,Son,HS,Agriculture,9,25,Beetlenut Plantation,7,4,No skill,0,0,No,Land,13000,10000,1
30,F,Y,4,Y,None,HSLC,Agriculture,9,20,Pig Farming,8,15,No skill,0,0,No,Land,12000,45000,1
50,M,Y,3,Y,None,HSLC,Fishery,7,8,Business,7,5,No skill,0,0,No,Land,18000,5000,1
30,M,Y,2,Y,None,Class IV,Agriculture,9,12,E-Rickshaw,8,5,No skill,0,0,No,Land,11000,8000,1
31,M,N,4,Y,None,BA,Agriculture,9,3,Business,9,7,No skill,0,0,No,"Land,pond",15000,10000,0
33,M,Y,5,Y,None,HS,Shop ,9,8,Beetlenut Plantation,9,10,No skill,0,0,No,Land,12000,11000,1
36,F,Y,5,Y,None,Class VIII,Agriculture,9,7,Agriculture,8,15,Fishery,9,2,No,Land,14500,8000,1
30,F,Y,3,N,Husband,HS,Agriculture,9,15,Vegetable Vendor,9,8,No skill,0,0,No,No ownership,14000,75000,0
48,F,Y,4,Y,None,HS,Agriculture,9,18,Business,6,8,Agriculture,9,3,No,Land,65000,7000,1
29,M,Y,4,N,None,HS,Agriculture,9,30,Beetlenut Plantation,5,6,Pig Farming,4,1.5,No,Land,13000,18000,0
35,M,N,4,Y,None,MCA,Agriculture,9,5,fastfoodhop,6,4,No skill,0,0,No,Land,16000,7000,0
55,M,Y,6,N,Wife,HSLC,Agriculture,9,15,Bamboo plantation,9,5,Business,9,6,No,No ownership,11000,17000,0
45,F,Y,3,N,None,MSc,Agriculture,9,7,Business,9,8,Pig Farming,8,1.5,No,Land,14500,8000,0
42,M,Y,8,Y,Son,HS,Agriculture,9,25,Medical Plant,8,7,Agriculture,9,1.5,No,Land,16000,6000,1
32,M,Y,4,Y,None,HSLC,Agriculture,9,25,Business,9,8,No skill,0,0,No,Land,15000,5000,1
38,M,Y,3,Y,Wife,MSc,Sericulture,8,4,Rubber Plantation,7,15,Bamboo plantation,4,6,No,Land,15000,22000,0
40,M,Y,2,N,Son,HS,Agriculture,9,11,Pig Farming,9,7,Agriculture,9,1.5,No,Land,15000,8000,0
28,M,Y,3,Y,None,BA,Agriculture,9,15,Bamboo plantation,9,15,No skill,0,0,No,Land,11000,18000,1
38,F,Y,4,Y,Husband,HS,Agriculture,9,25,Beetlenut Plantation,8,25,No skill,0,0,No,Land,15000,15000,1
54,F,Y,3,N,None,Class V,Agriculture,9,8,Beetlenut Plantation,9,2,No skill,0,0,No,Land,16000,10000,0
68,M,Y,2,N,None,HS,Agriculture,9,5,Beetlenut Plantation,8,5,No skill,0,0,No,Land,12000,35000,0
42,F,Y,4,N,Husband,HSLC,Shop ,9,12,Business,9,4,Beetlenut Plantation,8,25,No,No ownership,10000,8000,0
41,F,Y,3,N,Father,HSLC,Agriculture,7,13,Business,8,8,No skill,0,0,No,Land,125000,22000,0
61,M,N,5,N,None,HS,Agriculture,9,9,No skill,0,0,shop,7,1.5,No,Land,16000,9000,0
34,M,Y,5,Y,None,MSc,Agriculture,9,8,Pig Farming,9,5,Bamboo plantation,8,1.5,No,No ownership,11000,8000,1
48,M,Y,4,Y,None,HS,Agriculture,9,15,Handicraft,6,7,Agriculture,4,10,No,Land,13000,8000,1
38,M,Y,8,Y,None,HSLC,Beetlenut Plantation,9,11,Bamboo plantation,9,12,Beetlenut Plantation,9,2,No,Land,28000,15000,1
38,M,Y,5,N,None,HSLC,Pig Farming,9,12,Fishery,9,2,Referee trainee for football,6,6,Yes,Land,14000,8000,0
49,F,Y,2,Y,None,Class IX,Beetlenut Plantation,7,11,Agriculture,9,18,Fishery,4,5,No,Land,15000,6000,1
29,F,Y,4,Y,None,HSLC,Agriculture,9,30,No skill,0,0,No skill,0,0,No,Land,18000,8000,1
38,M,N,3,N,None,Class VII,Agriculture,7,3,Vegetable Vendor,8,8,No skill,0,0,No,Land,11000,30000,0
40,F,Y,5,Y,None,HS,Agriculture,9,15,No skill,0,0,Business,4,2,No,Land,15000,10000,1
31,M,Y,5,N,None,Class VI,Agriculture,7,15,Beetlenut Plantation,9,12,Beetlenut Plantation,7,1.5,No,Land,14000,12000,0
40,F,Y,5,N,None,BA,Agriculture,8,5,Bamboo plantation,8,25,No skill,0,0,No,Land,15000,8000,0
70,M,Y,7,Y,None,Class VII,Agriculture,8,20,Bamboo plantation,6,6,No skill,0,0,No,No ownership,35000,20000,1
40,F,N,5,Y,None,HSLC,Beetlenut Plantation,9,25,Bamboo plantation,9,8,Chicken Farming,9,2,Yes,Land,15000,9000,1
43,M,Y,5,Y,None,HSLC,Beetlenut Plantation,9,32,small Business,9,5,No skill,0,0,No,No ownership,11000,15000,1
43,M,Y,6,Y,None,HSLC,Business,9,4,Vegetable Vendor,8,18,No skill,0,0,No,"Land,pond ",40000,10000,0
28,M,Y,3,N,None,BA,Pig Farming,9,18,Beetlenut Plantation,9,8,No skill,0,0,No,Land,45000,15000,0
44,F,Y,5,N,None,HSLC,Agriculture,9,20,Vegetable Vendor,9,8,No skill,0,0,No,"Land,pond",10000,6000,0
40,F,N,3,Y,None,HSLC,Agriculture,9,5,Business,9,15,Chicken Farming,8,5,No,Land,15000,7000,0
67,M,Y,5,N,None,HSLC,Agriculture,9,18,Agriculture,8,3,No skill,0,0,No,Land,11000,11000,0
29,M,Y,4,N,None,HSLC,Handicraft,9,45,Fishery,9,7,Mushroom cultivation ,7,1.5,No,Land,13000,18000,0
72,M,N,4,Y,Son,HS,Agriculture,9,2,Pig Farming,8,7,Business,9,6,No,Land,28000,30000,0
30,F,Y,4,N,None,Class V,Agriculture,9,18,Pig Farming,9,6,No skill,0,0,No,"Land,pond ",10000,8000,0
29,F,Y,3,N,None,HSLC,Agriculture,9,20,Beetlenut Plantation,9,6,No skill,0,0,No,Land,12000,8000,0
38,F,N,4,Y,None,HS,Agriculture,9,25,No skill,0,0,No skill,0,0,No,Land,9000,30000,1
45,M,Y,3,N,None,HSLC,Agriculture,9,30,Business,9,10,No skill,0,0,No,Land,15000,8000,1
31,F,Y,7,Y,None,HSLC,Fishery,9,3,fastfoodhop,9,10,No skill,0,0,Yes,Land,10000,8000,0
36,F,Y,5,Y,Husband,HSLC,Agriculture,9,8,Vegetable Vendor,8,12,No skill,0,0,No,Land,20000,7000,1
29,F,Y,3,Y,Husband ,HSLC,Business,0,3,Beetlenut Plantation,9,5,Referee trainee for football,4,30,No,Land,30000,10000,0
48,F,N,4,Y,None,HSLC,Agriculture,8,7,Handicraft,8,12,No skill,0,0,No,Land,40000,9000,1
27,M,Y,4,Y,None,HSLC,Shop ,9,11,Agriculture,9,8,No skill,0,0,No,Land,9000,6000,1
69,F,Y,4,Y,Father,HSLC,Agriculture,9,20,Pig Farming,9,9,Bamboo plantation,8,8,No,Land,8000,8000,1
28,M,Y,3,Y,Brother,HS,Agriculture,9,8,Bamboo plantation,9,12,Agriculture,4,1.5,No,Land,14000,10000,1
42,M,Y,5,N,Son,HS,Agriculture,9,20,Beetlenut Plantation,9,5,Fishery,4,10,No,Land,14000,7000,0
34,M,Y,6,N,Husband,HSLC,Sericulture,9,15,Medical Plant,9,2,Beetlenut Plantation,6,1.5,No,"Land,pond",13000,8000,0
38,M,Y,3,Y,None,MCA,Agriculture,9,13,Business,8,15,No skill,0,0,No,Land,28000,5000,1
60,M,N,4,N,None,HS,Agriculture,9,15,Handicraft,9,18,No skill,0,0,No,Land,16000,6000,1
40,F,N,9,Y,Husband,HSLC,Agriculture,9,15,Fishery,9,25,No skill,0,0,Yes,Land,10000,10000,1
30,F,Y,4,Y,None,BA ,Agriculture,7,7,Pig Farming,8,9,No skill,0,0,No,Land,16000,30000,1
32,M,Y,2,Y,None,BA,Agriculture,9,10,Bamboo plantation,8,15,Fishery,4,1.5,No,Land,35000,10000,1
44,M,Y,4,Y,None,HSLC,Agriculture,9,3,Agriculture,9,7,Horticulture,4,14,No,Land,15000,15000,0
24,M,Y,4,Y,None,Class V,Agriculture,9,15,Business,9,15,Chicken Farming,4,9,No,Land,13000,9000,1
40,M,Y,3,N,None,HSLC,Agriculture,9,2,Handicraft,9,6,No skill,0,0,No,Land,56000,8000,0
37,M,Y,5,Y,Husband,Class VII,Pig Farming,8,8,Handicraft,6,7,No skill,0,0,No,Land,14000,13000,1
70,M,Y,3,Y,None,Class VII,Pig Farming,8,7,Bamboo plantation,9,25,Fishery,9,2,No,Land,15000,18000,1
28,M,Y,4,Y,Brother,HSLC,Strawberry Cultivation,9,15,Dairy Farm,8,12,Chicken Farming,9,7,No,Land,14000,9000,1
36,M,Y,3,N,None,BA,Agriculture,9,20,Agriculture,8,10,No skill,0,0,No,Land,11000,7000,0
45,M,Y,5,Y,None,Class VII,Agriculture,8,7,Agriculture,8,4,Horticulture,4,5,No,Land,12000,35000,1
36,M,Y,2,Y,None,HS,Agriculture,9,5,Beetlenut Plantation,9,9,Fishery,4,12,No,Land,30000,8000,0
48,M,Y,4,N,Father,MSc,Agriculture,9,15,Parmanent Labour,9,12,Agriculture,4,6,No,Land,55000,12000,1
54,M,Y,9,N,None,Class IX,Agriculture,9,5,Agriculture,8,3,Agriculture,4,5,No,Land,40000,13000,0
27,M,Y,3,Y,None,BA,Agriculture,9,7,Beetlenut Plantation,6,4,No skill,0,0,No,Land,15000,8000,1
27,M,Y,3,Y,None,PhD,Agriculture,9,12,Vegetable Vendor,8,8,Contractor,9,8,No,Land,13000,30000,1
28,M,Y,3,Y,None,HSLC,Agriculture,9,14,Vegetable Vendor,7,6,Bamboo plantation,9,7,No,No ownership,11000,8000,1
43,F,N,5,N,None,HSLC,Agriculture,9,18,Fishery,9,4,Chicken Farming,4,5,No,Land,20000,10000,0
44,M,Y,5,Y,None,HS,Agriculture,9,15,Beetlenut Plantation,6,7,No skill,0,0,No,Land,20000,9000,1
50,F,Y,7,Y,None,HS,Pig Farming,9,32,Business,8,4,No skill,0,0,No,Land ,15000,8000,1
32,M,Y,10,Y,None,HS,Agriculture,8,18,Beetlenut Plantation,8,9,No skill,0,0,Yes,Land,10000,5000,0
54,F,Y,4,Y,None,HSLC,Agriculture,9,2,Agriculture,8,9,No skill,0,0,No,Land,18000,7000,0
31,M,Y,7,Y,Father ,HSLC,Agriculture,9,8,Pig Farming,6,5,No skill,0,0,No,Land,56000,8000,1
45,F,Y,3,Y,None,Class IV,Agriculture,9,15,Agriculture,9,18,Pig Farming,4,12,No,Land,10000,30000,1
23,F,Y,4,Y,None,PhD,Agriculture,7,30,Agriculture,8,3,Pig Farming,8,15,No,No ownership,14500,5000,0
26,M,Y,3,N,None,Class VII,Agriculture,9,12,No skill,0,0,No skill,0,0,No,Land,16000,9000,0
28,M,Y,3,Y,None,HS,Agriculture,9,15,Bamboo plantation,8,12,No skill,0,0,No,"Land,pond",15000,25000,1
42,F,Y,3,Y,None,HS,Handicraft,9,3,Beetlenut Plantation,9,10,No skill,0,0,No,Land,13000,8000,0
39,M,Y,4,Y,None,HS,Agriculture,9,13,Beetlenut Plantation,9,5,Referee trainee for football,4,5,No,Land,20000,11000,1
50,F,Y,4,Y,None,MSc,Agriculture,9,25,Beetlenut Plantation,8,8,Fishery,6,9,Yes,Land,11000,9000,1
38,F,Y,4,Y,None,HSLC,Agriculture,9,18,Beetlenut Plantation,9,2,Agriculture,4,1.5,No,Land,10000,20000,1
40,M,N,3,Y,Mother ,MCA,Agriculture,8,11,Business,8,8,Chicken Farming,4,14,No,Land,14000,9000,1
57,M,Y,3,N,Son,HS,Beetlenut Plantation,9,5,Beetlenut Plantation,8,15,No skill,0,0,No,Land,16000,8000,0
39,M,Y,4,Y,None,HSLC,Agriculture,9,20,Beetlenut Plantation,8,9,No skill,0,0,No,"Land,machine",18000,8000,1
38,M,N,4,N,Brother,Class VII,Agriculture,6,3,E-Rickshaw,8,4,No skill,0,0,No,Land,10000,8000,0
52,M,Y,3,Y,None,BSc,Agriculture,0,12,Medical Plant,6,5,Fishery,9,3,No,Land,10000,13000,0
29,F,Y,3,N,None,Class IX,Agriculture,8,13,Pig Farming,9,25,No skill,0,0,No,Land,15000,8000,0
46,F,Y,7,N,None,HSLC,Agriculture,9,15,Chicken farming,6,12,No skill,0,0,No,No ownership,20000,15000,0
41,F,Y,3,Y,Son,Class IV,Agriculture,0,14,Beetlenut Plantation,8,12,Beetlenut Plantation,9,5,No,Land,15000,6000,0
54,M,Y,3,Y,Husband,HS,Agriculture,9,5,Handicraft,9,9,No skill,0,0,Yes,Land,15000,8000,0
69,M,Y,4,N,None,HS,Agriculture,9,20,Medical Plant,9,7,No skill,0,0,No,Land,13000,7000,0
44,M,N,7,Y,Father ,HSLC,Agriculture,6,3,Bamboo plantation,9,7,Pig Farming,4,1.5,No,Land,15000,8000,0
58,M,N,3,N,None,Class VI,Agriculture,9,12,Business,8,20,No skill,0,0,No,Land ,16000,12000,0
29,M,Y,9,N,Husband,HSLC,Agriculture,9,11,Vegetable Vendor,9,3,No skill,0,0,No,Land,16000,5000,0
28,M,Y,3,Y,None,HSLC,Agriculture,9,13,Business,9,10,Store of traditional dresses,9,6,No,"Land,machine",14500,30000,1
47,F,Y,4,Y,Son,MSc,Agriculture,9,15,Business,6,15,No skill,0,0,Yes,Land,18000,8000,1
38,M,Y,4,N,None,HS,Agriculture,9,13,Bamboo plantation,9,4,No skill,0,0,No,Land,35000,30000,0
38,F,Y,3,Y,None,MSc,Agriculture,9,30,Beetlenut Plantation,8,10,No skill,0,0,No,Land,13000,9000,1
41,M,N,3,N,None,Class VII,Agriculture,9,12,Bamboo plantation,8,15,Fishery,4,6,No,"Land,pond, machines",125000,11000,0
28,M,Y,4,Y,None,HS,Agriculture,7,20,Beetlenut Plantation,9,3,Fishery,4,5,No,Land,15000,8000,0
44,F,Y,9,N,None,Class VI,Beetlenut Plantation,9,38,Beetlenut Plantation,9,9,Contractor,6,10,No,Land,12000,8000,1
30,F,Y,2,Y,Husband,HSLC,Agriculture,8,3,Agriculture,7,5,No skill,0,0,No,Land,18000,6000,0
32,M,Y,4,N,Son,PhD,Agriculture,9,15,Beetlenut Plantation,9,4,No skill,0,0,No,Land,40000,7000,0
29,M,Y,3,N,Father,HSLC,Agriculture,9,2,Agriculture,9,9,No skill,0,0,No,Land,20000,9000,0
27,M,Y,6,Y,None,Class IX,Beetlenut Plantation,9,7,Business,8,6,Agriculture,8,1.5,No,Land,10000,9000,1
44,F,Y,3,N,None,HSLC,Agriculture,9,12,Business,9,8,Pig Farming,4,1.5,No,No ownership,10000,30000,0
50,M,Y,7,Y,None,HS,Agriculture,9,28,Fishery,7,15,No skill,0,0,No,Land,36000,20000,1
54,M,Y,2,Y,None,HSLC,Agriculture,8,32,Beetlenut Plantation,8,2,No skill,0,0,No,"Land,machine",12000,8000,0
40,F,Y,4,Y,Son,BSc,Agriculture,9,8,Business,7,30,No skill,0,0,No,Land,30000,18000,1
70,M,Y,4,N,None,HS,Agriculture,8,3,Business,5,8,Handicraft,7,3,No,Land,10000,6000,0
38,M,Y,2,Y,None,HS,Agriculture,9,12,Beetlenut Plantation,9,15,No skill,0,0,No,Land,36000,8000,1
27,M,Y,4,N,None,HS,Agriculture,9,20,Fishery,8,7,No skill,0,0,No,Land,15000,6000,0
29,M,Y,3,N,None,HSLC,Agriculture,9,18,Agriculture,9,8,Beetlenut Plantation,4,1.5,No,Land,14000,9000,0
30,F,Y,7,Y,None,HSLC,Agriculture,9,12,No skill,0,0,Horticulture,4,6,No,Land,14000,9000,1
67,F,N,4,N,None,HSLC,Agriculture,9,25,Business,8,12,Fishery,9,5,No,Land,8000,32000,0
24,M,Y,4,Y,Son,BA,Agriculture,9,10,Beetlenut Plantation,9,8,Chicken Farming,9,1.5,No,"Land,pond",10000,8000,1
38,F,Y,4,Y,None,HS,Agriculture,9,25,Beetlenut Plantation,6,6,No skill,0,0,No,"Land,pond",125000,6000,1
48,M,Y,2,Y,None,HS,Agriculture,9,13,Handicraft,7,6,No skill,0,0,No,Land,30000,9000,1
